# of indices,	 # of gens,	 # of pop,	 sample size,	 mutation chance,	 avgTime,	 netTime
1,	 2000,	 500,	 50,	 86, 0.005099,	 0.254955
1,	 2000,	 500,	 50,	 87, 0.005210,	 0.260489
1,	 2000,	 500,	 50,	 88, 0.005476,	 0.273802
1,	 2000,	 500,	 50,	 89, 0.004839,	 0.241937
1,	 2000,	 500,	 50,	 90, 0.004757,	 0.237860
1,	 2000,	 500,	 50,	 91, 0.003656,	 0.182779
1,	 2000,	 500,	 50,	 92, 0.004053,	 0.202635
1,	 2000,	 500,	 50,	 93, 0.004429,	 0.221434
1,	 2000,	 500,	 50,	 94, 0.003431,	 0.171567
1,	 2000,	 500,	 50,	 95, 0.003667,	 0.183349
1,	 2000,	 500,	 50,	 96, 0.003901,	 0.195038
1,	 2000,	 500,	 50,	 97, 0.027581,	 1.379044
1,	 2000,	 500,	 50,	 98, 0.002775,	 0.138726
1,	 2000,	 500,	 50,	 99, 0.003644,	 0.182224
